Acc_Betrag,Acc_X,Acc_Y,Acc_Z,Ori_Betrag,Ori_X,Ori_Y,Ori_Z,Timestamp
0.8129154258267339,960.746413128811,-514.6467465895159,-476.2357719796873,0.06696366222095053,0.954767394849803,27.720365959941144,-46.506451002267404,1735409672099.0
2.21185195534225,1334.433949222605,990.0826065106429,281.8707351887401,0.04543449359783344,109.81448415132517,7.019244685458103,-18.202158872869852,1735409672128.0
0.9389219068786414,77.4121723721787,452.2453757754913,75.26199516873612,0.049624994917848275,46.726003244800424,4.370613599276531,-17.250482034347495,1735409672158.0
1.0425124478698788,322.90812449433315,423.1171776167671,-190.3928826715741,0.05340517504156979,34.55874951442125,-1.6304804392822652,-64.799617172706,1735409672188.0
0.7375833323822607,966.65781723244,1217.1082292234144,853.5837478388403,0.059493496054335036,46.7293205861631,0.3958316697138062,79.5289186419374,1735409672218.0
1.074420780530197,684.2528101930588,-11.826387807565823,-237.6694333052618,0.02474247492728732,34.819027176710996,-6.908584591891593,9.364438343867207,1735409672248.0
0.5648698852662613,1426.82970062008,-873.0849484905968,466.63844603495215,0.02915733087161291,5.461890015800002,4.19004069820884,34.81313612967307,1735409672278.0
1.0608816334595685,916.0087440860767,-127.63033594721554,-686.6303275854083,-0.003290828485779239,-3.8453648874840027,13.316128549037021,54.05742538969747,1735409672309.0
0.7782580503850853,1316.2244043340547,313.53466308293304,355.31180878885704,0.04061092526802692,32.79161198711374,5.088755722629204,24.06118029401854,1735409672338.0
0.6172862517408761,-229.95144870671493,730.4837425176787,1246.5357387754227,0.039289245733302884,58.12800759397625,16.600137343871484,31.774509392839594,1735409672367.0
1.101591270704031,970.8817250660223,-318.3934907714049,-663.9047844714942,0.039810489316510905,31.343761174857125,-9.474103794967446,35.75627630865501,1735409672397.0
1.5579287148527146,275.8469030247337,156.71641761116445,-820.3420533509764,0.05810535814372762,-36.53868843287086,-11.552669076651739,-9.675930528141983,1735409672427.0
0.5632405479559264,1884.0925753871152,-366.71903126618605,102.19012275597419,0.002908645072089343,-10.367468866176907,4.531313159607622,15.794493215719115,1735409672457.0
1.408666747765274,1440.831759563102,-494.33411402031606,-1244.5677538173059,0.06723168755439456,-6.879199645288853,7.69138844953107,-77.05103644083106,1735409672487.0
1.2095033342952082,1703.956613449652,-334.2112234989999,-45.32449315221987,0.04530035358684159,-5.69209245398995,30.188735071929816,12.216510672111713,1735409672517.0
1.027466947528234,639.1906759652411,-464.3784339887528,-368.7150124473551,0.06163058070087351,-26.601200232778694,12.435742921932576,-9.304479827711834,1735409672547.0
0.5468567127803099,1606.787174198892,-289.7875110522679,-309.26019093131004,0.03519303793059621,-63.36874708712578,4.753348371104826,-1.8889518312100764,1735409672577.0
1.6496484656872363,1745.7482400050617,-84.38133286247478,-321.66788569617904,0.07336083167895546,-81.65931711563074,10.473905654412823,1.79484997939464,1735409672607.0
1.4068655184812888,329.875172299077,-1373.734642710124,-1147.8802319382185,0.07668926672480322,-64.71844992704978,6.3383296590989335,65.15793117164071,1735409672637.0
1.1810946327584968,1288.0718045832905,-1195.9329229861328,-1783.2637360020094,0.04756938150902892,-60.08816747020506,30.432954513601025,-12.259049326111205,1735409672668.0
0.9502126693644847,1725.495641444421,-1359.7901598437384,-1116.6184632672234,0.03969622376579072,-57.641783255834596,27.74683580106403,13.47092011562334,1735409672698.0
1.5450378560795937,1581.4087785672273,-399.5514089904864,647.8855587198516,0.053374945176969245,9.162295536226102,31.965772498124142,-53.336627418558336,1735409672728.0
1.4486810575630549,450.01351353607043,-1088.7599461055365,-1770.374889108041,0.0600739628153725,38.26853499991193,28.378108958736156,48.70139468501711,1735409672758.0
2.0895864127320474,819.1803663112071,-336.8090866581468,-700.738029950929,0.05927345310404035,33.040815246132915,23.1540629359873,39.24153194568604,1735409672788.0
0.7324195952534729,348.349292459108,-344.1057357358919,-1433.640471634115,0.04272818729576222,30.417823316544688,12.10408017599618,74.57276451348275,1735409672818.0
1.009494334025566,908.7835174700016,-263.17829640141827,-390.2877561148001,0.06764400026103973,48.99223296276104,25.87093140374767,17.059447230621565,1735409672848.0
0.6775114219531557,1001.5919412562941,-625.3117439441024,-714.9082506135811,0.038448922720358804,9.757603513343899,5.830566926661913,1.5639357153241633,1735409672878.0
0.34811597051869314,854.933023247183,-1521.9558448846215,-948.5379577956198,0.019546016745816068,40.779340231478926,17.6774302561388,-7.951886411815373,1735409672908.0
1.177669557633094,563.2320805990614,-1065.7131887511418,-520.0867714022575,0.07589224701206332,20.425049972789946,23.14093032357799,51.023576872109714,1735409672938.0
0.8320498301659888,231.31277820263188,-659.6815418357204,-1440.301401909357,0.057523732755804136,36.19476776870275,-15.145538251575875,-13.116423967260815,1735409672968.0
-0.42728186972093785,69.30050752199665,-883.4305816258523,495.8713588474284,0.056035987897298606,8.220846861451175,9.161202082460601,22.08047671302324,1735409672998.0
-0.44665604309093404,-271.72951885039555,389.6346666235468,402.93124353709146,0.057785265988936484,39.19553725752203,15.637872518976689,-27.422788280359093,1735409673027.0
